Movie,Character_ID,Line_Index,Dialogue,Character
Deathly Hallows: Part 2,DUMBLEDORE_57,4832,"I have always prized my ability to turn a phrase -- words are, in my not so humble opinion, our most inexhaustible source of magic, capable both of inflicting injury and remedying it. But I would -- in this case -- amend my original statement to this: (leaning close) Help will always be given at Hogwarts to those who most deserve it... (leaning back) Assuming circumstances in the main are favorable to such an outcome, of course.",DUMBLEDORE
Deathly Hallows: Part 2,DUMBLEDORE_2,4191,"Stand up, Severus. I haven’t much time. What message do you bring from Lord Voldemort this time?",DUMBLEDORE
Deathly Hallows: Part 2,HERMIONE_36,2039,"Did save our lives twice. Kept an eye on us in that mirror. That doesn’t seem like someone who’s given up, does it? Ron and Harry exchange a glance, eye the empty doorway.",HERMIONE
Deathly Hallows: Part 2,RON_68,3375,"What? As Hermione points to Harry’s name amidst the ant colony on the parchment, Ron -- unbeknownst to her -- regards her with naked appreciation.",RON
Deathly Hallows: Part 2,HERMIONE_10,916,"It’s perfect. Thank you, Fleur. Fleur lays the cloak in Hermione’s hands, then steps back next to Bill. He studies the trio.",HERMIONE
Deathly Hallows: Part 2,SNAPE_40,4418,"Always... We GO TO BLACK... FADE IN: 325 INT. PORTER HOUSE - BEDROOM - NIGHT (YEARS PAST) 325 In the f.g., a BABY FIDGETS in its crib. We see Snape enter the room, glance at the baby, then down toward the floor. He stands, utterly still... then his face creases with pain. Lily lies in profile, eyes open but empty, staring toward the ceiling. Her chest is still. Snape leans down and, cradling her, begins to weep...",SNAPE
Deathly Hallows: Part 2,HERMIONE_52,3578,Do we climb!,HERMIONE
Deathly Hallows: Part 2,HERMIONE_7,876,Can’t I use the other?,HERMIONE
Deathly Hallows: Part 2,SNAPE_3,2323,"For myself and a few select members of the staff this comes as little surprise. We have, for some time, considered Mr. Potter’s return to Hogwarts to be not only possible but inevitable. Consequently, in the past several months and under my specific direction, exhaustive defensive strategies have been employed to defeat any attempt Mr. Potter might make to breach these walls. But know this. Should anyone -- student or staff -- attempt to aid Mr. Potter, that person will be punished in a manner consistent with the severity of their transgression. Rest assured: So long as I am Headmaster at Hogwarts, Harry Potter will never again step foot in this castle. As APPLAUSE erupts from the Slytherins, Maisy Reynolds, glowers over at them. Snape raises a hand. The room returns to silence.",SNAPE
Deathly Hallows: Part 2,SNAPE_21,4226,I have asked.,SNAPE
Deathly Hallows: Part 2,DUMBLEDORE_55,4824,Yes.,DUMBLEDORE
Deathly Hallows: Part 2,SNAPE_30,4313,Why did you put it on? Surely you realized it carried a curse.,SNAPE
Deathly Hallows: Part 2,RON_54,2228,Excuse me. But would someone tell me: what’s a bloody diadem?,RON
Deathly Hallows: Part 2,RON_82,4003,"Never! Do you hear me! NEVER! Hermione places her hand on the nape of his neck, glances at Harry. He gazes down at Snape’s still body one last time, then at the FLASK in his hand. 306 EXT. HOGWARTS - GROUNDS - NIGHT (MOMENTS LATER) 306 SMOKE drifts from the battered castle. 307 EXT. COURTYARD - SAME TIME - NIGHT 307 Deserted. The flagstone stained with blood, strewn with broken wands. The trio stands looking.",RON
Deathly Hallows: Part 2,HERMIONE_5,749,"Harry, are you thinking there’s a Horcrux in Bellatrix’s vault?",HERMIONE
Deathly Hallows: Part 2,HERMIONE_63,5709,"Can’t make an omelette without breaking a few eggs. Ron gives her a screwy look. She shakes her head wearily, frowns.",HERMIONE
Deathly Hallows: Part 2,HERMIONE_21,1532,We can’t just stand here! Who’s got an idea?,HERMIONE
Half-Blood Prince,DUMBLEDORE_110,5428,"Because I am much older, much cleverer... and much less valuable. (taking the goblet) Your good health, Harry. Dumbledore dips the goblet into the gleaming liquid and brings it to his lips. Drinks deep. Closes his eyes.",DUMBLEDORE
Half-Blood Prince,RON_1,666,Harry? Did someone say Harry?,RON
Half-Blood Prince,DUMBLEDORE_4,348,"Welcome to the charming village of Budleigh Babberton, Harry. I assume right about now you’re wondering why I’ve brought you here, am I right?",DUMBLEDORE
Half-Blood Prince,DUMBLEDORE_106,5393,"Remember... the water. Harry nods, steps out carefully and joins Dumbledore at the source of the GLOW -- a BASIN filled with a PHOSPHORESCENT LIQUID. Dumbledore extends the tips of his blackened fingers toward the basin, but cannot touch the liquid.",DUMBLEDORE
Half-Blood Prince,RON_16,941,"Harry, where is she?",RON
Half-Blood Prince,DUMBLEDORE_66,3804,"You’re the Chosen One, Harry. And Horace is, at heart, a decent man. Provide the proper circumstances and he will confess his sins. Dumbledore lifts his fingers from the Pensieve, studies them. They are, in this moment, iridescent, whole.",DUMBLEDORE
Half-Blood Prince,RON_25,1293,"(shrugging; still eating) Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it’s a hat, isn’t it? First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside? Harry nods. Ginny, damp napkin in hand, begins to dab his face, then feels suddenly awkward. Harry takes it from her.",RON
Half-Blood Prince,DUMBLEDORE_53,1898,"Thievery is not tolerated at Hogwarts. At Hogwarts, you will be taught not only how to use magic, but to control it. Understood? (as Riddle nods) I’ll be going now, Tom. Leave your window open tonight. An owl will bring you a message. Read it carefully. Dumbledore starts to exit, when:",DUMBLEDORE
Half-Blood Prince,DUMBLEDORE_113,5463,Make it stop... Please... make it stop...,DUMBLEDORE
Half-Blood Prince,RON_29,1997,Hard feelings? HARRY POTTER... HALF-BLOOD PRINCE - Rev. 11/6/07 47. 50 CONTINUED: 50,RON
Half-Blood Prince,DUMBLEDORE_60,3765,Confused? I would be surprised if you weren’t.,DUMBLEDORE
Half-Blood Prince,RON_4,728,Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts. That it’s too dangerous.,RON
Half-Blood Prince,RON_41,2322,That happens to be my sister.,RON
Half-Blood Prince,RON_14,925,What’re they playing at?,RON
Half-Blood Prince,HERMIONE_42,2374,"Be delighted, sir.",HERMIONE
Half-Blood Prince,HERMIONE_89,4350,"That’s Katie. That’s Katie Bell. Katie Bell, pale but smiling, greets the other girls. After a moment, she looks up. Finds Harry standing before her.",HERMIONE
Half-Blood Prince,SNAPE_1,133,"Run along, Wormtail. 10 INT. MILL HOUSE - SITTING ROOM - LATE AFTERNOON (MOMENTS 10 LATER) Snape fills the last of three goblets with wine.",SNAPE
Half-Blood Prince,RON_70,3668,"Lav, c’mon. Of course I’ll wear it. They glance ahead, see Ron and a pouting Lavender. Ron holds a GOLD CHAIN which spells out “My Sweetheart.”",RON
Half-Blood Prince,DUMBLEDORE_117,5484,"KILL ME! IT’S THE ONLY WAY! Harry stands paralyzed, unsure what to do. Then... Dumbledore collapses, rolls onto his back. Harry pelts forward, dips the goblet into the basin and kneels by Dumbledore.",DUMBLEDORE
Half-Blood Prince,DUMBLEDORE_35,1696,"... I was merely curious. (rising) In any event, I’m sure you’re wondering why I’ve summoned you here tonight. The answer lies here. Dumbledore swings open a cabinet where DOZENS upon DOZENS of GLITTERING VIALS stand like tiny glimmering soldiers.",DUMBLEDORE
Half-Blood Prince,SNAPE_10,228,I will. A SINGLE STRAND of LIQUID FIRE issues from Bellatrix’s wand and wends its way around their hands.,SNAPE
Half-Blood Prince,RON_56,2794,"So. How was it? Hermione continues to read the Prophet, unaware of Ron’s mood.",RON
Half-Blood Prince,HERMIONE_16,1269,(whacking him) Will. You. Stop. Eating! Your best friend is missing!,HERMIONE
Half-Blood Prince,DUMBLEDORE_64,3790,I asked you to get to know Professor Slughorn and you’ve done so. (MORE) HARRY POTTER... HALF-BLOOD PRINCE - Rev. 11/6/07 88. 88 CONTINUED: 88,DUMBLEDORE
Half-Blood Prince,RON_82,4097,"Hello, darling. Fancy a drink? Slughorn and Harry turn, watch Ron WINK into the mirror.",RON
Half-Blood Prince,HERMIONE_31,2180,"For weeks you carry around this book, practically sleep with it... and you have no desire to find out who The Half-Blood Prince is?",HERMIONE
Half-Blood Prince,RON_69,3347,You die. 75 INT. WEASLEY HOUSE - SAME TIME - NIGHT 75 The house glows with light and HOLIDAY MUSIC rings from the WIRELESS. Fred and George fill cups with STEAMING NOG and Mrs. Weasley and Ginny ferry plates of food.,RON
Half-Blood Prince,HERMIONE_56,2911,Ron seems to be enjoying himself.,HERMIONE
Half-Blood Prince,RON_62,2870,"C’mon, Harry. We’ve got a game to win.",RON
Half-Blood Prince,SNAPE_36,5965,"No! He belongs to the Dark Lord! Bellatrix eyes Snape levelly, then turns, trots off. Snape glances at Harry, then turns away himself, walking. Harry grimaces, pulls himself to his feet and aims one last time. HARRY POTTER... HALF-BLOOD PRINCE - Rev. 11/6/07 136. 134 CONTINUED: (2) 134",SNAPE
Half-Blood Prince,DUMBLEDORE_14,472,"That was fun. May I use the loo? As Dumbledore heads down the hall, Slughorn calls after.",DUMBLEDORE
Half-Blood Prince,DUMBLEDORE_42,1812,No. I am a Professor.,DUMBLEDORE
Half-Blood Prince,HERMIONE_5,747,There’s been a lot of chatter lately. That he’s gotten... old.,HERMIONE
Half-Blood Prince,SNAPE_29,5826,No. Harry watches Snape come INTO VIEW.,SNAPE
Half-Blood Prince,DUMBLEDORE_76,5057,"They can be anything. The most commonplace of objects. A ring, for example. Or a book... Dumbledore slides open a drawer, removes the RING and Tom Riddle’s battered DIARY.",DUMBLEDORE
Half-Blood Prince,DUMBLEDORE_48,1855,"I’m like you, Tom. Different. Riddle closes his hands and the web collapses.",DUMBLEDORE
Half-Blood Prince,HERMIONE_13,1018,Harry is under the impression that Draco Malfoy is now a Death Eater.,HERMIONE
Half-Blood Prince,DUMBLEDORE_11,437,"So why all the theatrics, Horace? You weren’t perhaps expecting someone else, were you?",DUMBLEDORE
Half-Blood Prince,HERMIONE_40,2320,Leave? You can’t be serious.,HERMIONE
Half-Blood Prince,HERMIONE_45,2641,My parents are dentists. They tend to people’s teeth.,HERMIONE
Half-Blood Prince,RON_76,4005,Snogging? Who’re you talking about?,RON
Half-Blood Prince,HERMIONE_94,5148,If one wants it to be. Why?,HERMIONE
Half-Blood Prince,DUMBLEDORE_19,585,"I fear I may have stolen a wondrous night from you, Harry. She was, truthfully, very pretty. The girl.",DUMBLEDORE
Half-Blood Prince,SNAPE_26,3286,I swore to protect you. I made the Unbreakable Vow --,SNAPE
Half-Blood Prince,DUMBLEDORE_43,1819,Perhaps they’re right. HARRY POTTER... HALF-BLOOD PRINCE - Rev. 11/6/07 43. 48 CONTINUED: (3) 48,DUMBLEDORE
Half-Blood Prince,DUMBLEDORE_58,1964,I did.,DUMBLEDORE
Half-Blood Prince,HERMIONE_22,1516,Liquid luck. A buzz runs through the class. Even Malfoy perks up. HARRY POTTER... HALF-BLOOD PRINCE - Rev. 11/6/07 36. 43 CONTINUED: (2) 43,HERMIONE
Half-Blood Prince,RON_15,929,(a nod; stopping) Hey. Where’s Hermione?,RON
Half-Blood Prince,SNAPE_6,176,Dumbledore is a great wizard. Only a fool would question it.,SNAPE
Half-Blood Prince,RON_7,848,"How much for this? A TINY WOODEN MAN ascends a TINY GALLOWS and... DROPS. George rides a rolling ladder INTO FRAME, drops next to * Fred. * FRED/GEORGE Five Galleons.",RON
Prisoner of Azkaban,HERMIONE_15,942,"No one was screaming, Harry. Harry looks to the window and we PUSH IN ON his REFLECTION. It becomes a GLIMMERING PUDDLE and... 33 OMITTED 33 34 EXT. HOGWARTS CASTLE - NIGHT 34 SPLASH!... a CARRIAGE WHEEL shatters the glassy surface as we TILT UP, catch a procession of HORSELESS CARRIAGES, carrying students toward the glimmering castle. Gradually, the sweet sound of a CHOIR rises on the air, a FLASH of LIGHTNING bleaches the night sky and we -- CUT TO: 35 EXT./INT. GREAT HALL - NIGHT (LATER) 35 ... the CAMERA as it GLIDES TOWARD the windows of the Great Hall, TOWARD the CANDLELIT SILHOUETTES glimmering within, PASSING THROUGH the glass. 25. 35 CONTINUED: 35 At the High Table, Lupin sits with SEVERUS SNAPE, MINERVA McGONAGALL, RUBEUS HAGRID and ALBUS DUMBLEDORE. We TRACK ALONG the FACES of the choir, singing to the strains of a HARPSICHORD, and LAND ON a QUINTET OF TOADS (one of which -- TREVOR -- belongs to NEVILLE LONGBOTTOM, who looks on with pride). ARGUS FILCH, Hogwarts' caretaker, stands grimly to the side as red-eyed MRS. NORRIS switches her tail at his feet. As the choir's song concludes, DUMBLEDORE rises, beaming over the sea of black hats.",HERMIONE
Prisoner of Azkaban,RON_52,2959,"I don't know how he got in! I was a bit busy dodging his knife! Just then, a curiously content Crookshanks wends his way through Ron's legs.",RON
Prisoner of Azkaban,RON_35,2033,Werewolves?,RON
Prisoner of Azkaban,HERMIONE_46,3083,(dreading it) And...? Hagrid slings another rock into water.,HERMIONE
Prisoner of Azkaban,HERMIONE_72,4127,"Harry... He turns, see Hermione staring at the FULL MOON. His eyes shift. Lupin is a rigid silhouette, his fingers twitching.",HERMIONE
Prisoner of Azkaban,SNAPE_19,3192,Read it.,SNAPE
Prisoner of Azkaban,RON_77,4322,"My rat, sir. Only he's not really a rat. Well, he was a rat. You see, he used to be my brother Percy's --",RON
Prisoner of Azkaban,RON_21,1218,Hang on. Ancient Runes is the same time as Divination. You'd have to be in two classes at once.,RON
Prisoner of Azkaban,HERMIONE_67,3757,"Harry! No! Just then, FOOTSTEPS sound. Black wheels toward the door, edgy. Harry eyes Black, wand hand shaking violently. As Black turns back, he stops, regards Harry cautiously.",HERMIONE
Prisoner of Azkaban,HERMIONE_107,4727,Yes? 116. 127B CONTINUED: 127B,HERMIONE
Prisoner of Azkaban,SNAPE_27,3878,I told Dumbledore you were helping your old friend into the castle. And here's the proof.,SNAPE
Prisoner of Azkaban,RON_82,5158,"(as everyone laughs) Whose is it? It's yours, mate.",RON
Prisoner of Azkaban,HERMIONE_93,4513,"Yes! You Must! (pointing inside) Harry, you're in Hagrid's hut right now. If you go bursting inside, you'll think you've gone mad. Awful things can happen when wizards meddle with time. We can't be seen. Hermione turns, watches Fudge and the others drawing closer. She frowns, glances into the hut. 111. 125 CONTINUED: (2) 125",HERMIONE
Prisoner of Azkaban,RON_36,2043,(to Harry) When did she come in? Did you see her come in...,RON
Prisoner of Azkaban,RON_73,3956,Scabbers? Scabbers has been in my family for --,RON
Prisoner of Azkaban,RON_72,3952,M-me? It's lunatic...,RON
Prisoner of Azkaban,HERMIONE_109,4749,"But, Harry, your Dad's...",HERMIONE
Prisoner of Azkaban,RON_80,5138,"Stand back, I said! I'll take it upstairs if you don't settle! As Harry arrives, he glances at Hermione, who CLEARS HER THROAT LOUDLY. The others turn, begin all speaking at once.",RON
Prisoner of Azkaban,HERMIONE_37,2527,"(a harsh chuckle) Hope you don't mean yourself. Malfoy's eyes shift, regard Hermione with disgust.",HERMIONE
Prisoner of Azkaban,RON_28,1818,Huh? Oh. Yeah. Dead depressing. Hang on. I almost forgot. I got you something wicked at Dervish and Banges. It's a Pocket Sneakoscope. Ron places a SMALL GLASS SPINNING TOP on the table.,RON
Prisoner of Azkaban,DUMBLEDORE_25,5029,Well?,DUMBLEDORE
Prisoner of Azkaban,HERMIONE_70,3927,"Harry. You attacked a teacher. Harry looks a bit shocked himself, then turns to Black.",HERMIONE
Prisoner of Azkaban,HERMIONE_21,1222,"Don't be silly. How could anyone be in two classes at once? (mimicking Trelawney) Broaden your minds... 43A EXT. HAGRID'S HUT - DAY (MOMENTS LATER) 43A STUDENTS gather around Hagrid as Harry, Ron and Hermione arrive. Draco, Crabbe, and Goyle stand with the Slytherins.",HERMIONE
Prisoner of Azkaban,HERMIONE_19,1208,"Death omens. Honestly. If you ask me, Divination's a very wooly discipline. Now Ancient Runes. That's a fascinating subject.",HERMIONE
Prisoner of Azkaban,SNAPE_29,3900,(clucking his tongue) Listen to you two. Quarreling like an old married couple. The creature and the criminal.,SNAPE
Prisoner of Azkaban,HERMIONE_4,754,"Honestly, Ron, it's not funny. Harry's lucky he wasn't expelled.",HERMIONE
Prisoner of Azkaban,HERMIONE_11,844,"Ouch! Ron, that was my foot! SQUEAK-SQUEAK-SQUEAK. Ron, a dark silhouette against the window, wipes a patch of condensation from the window.",HERMIONE
Prisoner of Azkaban,HERMIONE_74,4194,"Harry! Harry runs full out. Up ahead, FRAMED AGAINST A FULL MOON, he spies the dog, lying inert, the werewolf's razor-sharp claws suspended over its neck.",HERMIONE
Prisoner of Azkaban,RON_47,2586,"Oh sure. Along with his invisibility cloak, his pack of exploding snap cards, his --",RON
Prisoner of Azkaban,RON_14,854,"Bloody hell. What's happening? SSSSST! A soft CRACKLING fills the car and FLAMES bloom... in the hands of R.J. Lupin. In the SHIVERING LIGHT, his face looks tired and gray, but his eyes are alert. Wary.",RON
Prisoner of Azkaban,RON_49,2630,"Harry? He's gone. FOOTPRINTS track through the snow, into the pub. 81 INT. THREE BROOMSTICKS PUB - HARRY'S POV FROM UNDER THE 81",RON
Prisoner of Azkaban,DUMBLEDORE_8,1908,"Secure the castle, Mr. Filch. The rest of you... to the Great Hall. 58 MONTAGE - SECURING THE CASTLE - NIGHT 58 CLOCK TOWER DOOR: Great GROANING TUMBLERS fall. SPINDLES rotate. CYLINDERS -- one after another -- fire into place. WINDOWS: Iron SPIKES, sharp as razors, rise instantly. 59 OMITTED 59 60 EXT. HOGWARTS CASTLE - CONTINUOUS ACTION - NIGHT 60 One by one, deep in the distance, the LIGHTS of the Great Hall go out. Dementors appear, COVERING FRAME, then separate like a curtain... 61 INT. GREAT HALL - NIGHT (HOURS LATER) 61 CAMERA DRIFTS THROUGH the silent room, OVER an ocean of SLEEPING BAGS, FINDS Harry lying awake, staring at the net of stars glimmering beyond the highest window. 48. 61 CONTINUED: 61 A gentle CREAK is heard and Harry's eyes shift, see Snape pass through the great doors, converge with Dumbledore.",DUMBLEDORE
Prisoner of Azkaban,HERMIONE_49,3306,Here we go again. It's the Grim! It's the Grim!,HERMIONE
Prisoner of Azkaban,HERMIONE_90,4489,What?,HERMIONE
Prisoner of Azkaban,HERMIONE_78,4295,It's what Dementors do to those they want to destroy. They clamp their jaws over the victim's mouth and... suck out his soul.,HERMIONE
Prisoner of Azkaban,RON_4,621,"I also got a new wand. Just then, a COMMOTION is HEARD. The Weasleys -- PERCY, FRED, GEORGE, GINNY, ARTHUR, and MOLLY -- arrive en masse, laden with purchases from Diagon Alley.",RON
Prisoner of Azkaban,DUMBLEDORE_13,2974,Sir Cadogan. Is it possible that you let a mysterious man enter Gryffindor Tower tonight?,DUMBLEDORE
Prisoner of Azkaban,DUMBLEDORE_7,1898,Dear lady. Who did this to you?,DUMBLEDORE
Prisoner of Azkaban,RON_54,2968,"It is not and you bloody well know it! PROFESSOR McGONAGALL Silence! McGonagall turns then and everyone follows her eye to Sir Cadogan who, sensing the attention, perks up instantly.",RON
Prisoner of Azkaban,HERMIONE_42,2966,That's a lie!,HERMIONE
Prisoner of Azkaban,HERMIONE_12,889,"Harry? Harry, are you all right? Hermione's troubled face hovers above him. He nods. Sits up. Ron -- pale, nervous -- extends his hand. Harry's glasses.",HERMIONE
Prisoner of Azkaban,HERMIONE_44,3063,"How'd it go, Hagrid?",HERMIONE
Prisoner of Azkaban,HERMIONE_60,3670,"Haaaaaaarrrrrr!!!!!!!!! Harry squints up, sees a PILE-DRIVING FIST of a branch screaming straight down for his head. He rolls away just as -- WHOMP! -- the branch PULVERIZES the ground. Hermione WHIPS THROUGH FRAME, still clinging on for dear life, and Harry rises. FLUMPH! -- he's promptly knocked to the ground again. Hermione goes CRASHING through the high branches, Harry spies his glasses and grabs them. Rising, he fits them to his face and...",HERMIONE
Prisoner of Azkaban,RON_11,814,"Sure -- Of course, no one's ever broken out of Azkaban before and he's a raving, murderous lunatic... Just then, the COMPARTMENT RATTLES. Lanterns flicker. The train LURCHES, begins to SLOW. Hermione slides down the seat, pinning Ron against the window. They exchange an awkward glance, then Hermione carefully slides to the other end of the seat and glances at her WATCH. Frowns.",RON
Prisoner of Azkaban,SNAPE_4,2014,"Turn to page 394. As the students eye Snape with guarded curiosity, Malfoy finishes SCRAWLING something on a bit of PARCHMENT and balls it up in his hands. As he opens them, a MOTH flutters from his palms.",SNAPE
Prisoner of Azkaban,HERMIONE_82,4380,"Sorry, Ron. But seeing as you can't walk... As Ron and Harry exchange a curious glance, the BELL continues to CHIME -- DING! DING! -- and... 119 INT. HOSPITAL WING - TIME REVERSAL - NIGHT/LATE 119",HERMIONE
Prisoner of Azkaban,SNAPE_12,2104,"If not, I fear you'll perish, given the weather forecast. Until that time, however, you'll forgive me if I don't let you off homework. Should you die, I assure you... you need not hand it in. As Snape turns away, Malfoy sniggers with Crabbe, Coyle and PIKE. Harry glances down at the drawing once more and we hear a true RUMBLE of THUNDER and -- CUT TO: ... a STITCH OF LIGHTNING... 66 OMITTED 66 & & 67 67 68 EXT. QUIDDITCH PITCH - A STITCH OF LIGHTNING - DAY 68 as it strikes one of the GOLDEN QUIDDITCH RINGS and the clouds bloom with ICY BLUE light. Far below, in the stands, RAIN lashes the SEA OF UMBRELLAS. As one flies free, soaring end over end into the sky, the... ... CROWD EXPLODES and two Quidditch squads -- Gryffindor in SCARLET, Hufflepuff in CANARY-YELLOW -- shoot into the air. Twin BLUDGERS FIRE skyward, and the match is on. We CUT INTO Harry, rising like a rocket through the mist, his robes SNAPPING VIOLENTLY in the wind.",SNAPE
Prisoner of Azkaban,HERMIONE_65,3737,Ron! You're okay --,HERMIONE
Prisoner of Azkaban,HERMIONE_32,2239,"Harry! How're you feeling? 69 INT. HOSPITAL WING - DAY 69 As Harry edges up against his pillow, we see a NURSE in the b.g., removing the SPOKES of an umbrella from a Hufflepuff player's neck. Harry doesn't look so good himself.",HERMIONE
Prisoner of Azkaban,HERMIONE_126,4958,BOMBARDA! KA-BOOM! The CELL DOOR ROCKETS to the sky.,HERMIONE
